Id,SalePrice
2005,233623
2006,222350
2007,251400
2008,179790
2009,191758
2010,202486
2011,141942
2012,169043
2013,185474
2014,196218
2015,205871
2016,197068
2017,211297
2018,124503
2019,134658
2020,119212
2021,121811
2022,176323
2023,150955
2024,228533
2025,389863
2026,175357
2027,146007
2028,159874
2029,163567
2030,294490
2031,267775
2032,277798
2033,284928
2034,168229
2035,212959
2036,188512
2037,194545
2038,334933
2039,211093
2040,405665
2041,278447
2042,220727
2043,176686
2044,180366
2045,241735
2046,135672
2047,158029
2048,131394
2049,137078
2050,196242
2051,107985
2052,129869
2053,133893
2054,91096
2055,173110
2056,143402
2057,126161
2058,217975
2059,126780
2060,171342
2061,184323
2062,130742
2063,113231
2064,133375
2065,117270
2066,178860
2067,137093
2068,134700
2069,86385
2070,115865
2071,97081
2072,141477
2073,137474
2074,181195
2075,134829
2076,125640
2077,144173
2078,131715
2079,151706
2080,115978
2081,136467
2082,130113
2083,150833
2084,113633
2085,130673
2086,113668
2087,133655
2088,114120
2089,96107
2090,139830
2091,125211
2092,137295
2093,148206
2094,143590
2095,160977
2096,90684
2097,100752
2098,155335
2099,65057
2100,111246
2101,122346
2102,152785
2103,105515
2104,143414
2105,130416
2106,85819
2107,250012
2108,117104
2109,113942
2110,127350
2111,177896
2112,143729
2113,121287
2114,121779
2115,159234
2116,113406
2117,145263
2118,135684
2119,111026
2120,117974
2121,97960
2122,110134
2123,91667
2124,206509
2125,136923
2126,160951
2127,158709
2128,133538
2129,104806
2130,152905
2131,177145
2132,128417
2133,118295
2134,123006
2135,103080
2136,103795
2137,114017
2138,137594
2139,148322
2140,134780
2141,139518
2142,131606
2143,142325
2144,118974
2145,134489
2146,148524
2147,171030
2148,149698
2149,139183
2150,231295
2151,142226
2152,170703
2153,171114
2154,111934
2155,128229
2156,225303
2157,256855
2158,247596
2159,232045
2160,171095
2161,255858
2162,453219
2163,347113
2164,259270
2165,185121
2166,141745
2167,202807
2168,210476
2169,201448
2170,231998
2171,137906
2172,138001
2173,158223
2174,251854
2175,327957
2176,334955
2177,257547
2178,225959
2179,138467
2180,186980
2181,188000
2182,230881
2183,182737
2184,131961
2185,130548
2186,146918
2187,148625
2188,166691
2189,179141
2190,89325
2191,94218
2192,93451
2193,96910
2194,106272
2195,112824
2196,109617
2197,126636
2198,170192
2199,181969
2200,155977
2201,132953
2202,199160
2203,164571
2204,183200
2205,127899
2206,130107
2207,255072
2208,238668
2209,189860
2210,119391
2211,113756
2212,115363
2213,110807
2214,146184
2215,103943
2216,159133
2217,70464
2218,113570
2219,76384
2220,84877
2221,330381
2222,263317
2223,263781
2224,227808
2225,134784
2226,184647
2227,181283
2228,284630
2229,242827
2230,160394
2231,204736
2232,170587
2233,168205
2234,252321
2235,214453
2236,272309
2237,368618
2238,195635
2239,119704
2240,161112
2241,146542
2242,135409
2243,141282
2244,95060
2245,95514
2246,138073
2247,103766
2248,126140
2249,127292
2250,135790
2251,126587
2252,179500
2253,169714
2254,183868
2255,201930
2256,182122
2257,196314
2258,166289
2259,182459
2260,145147
2261,198850
2262,222069
2263,347242
2264,431564
2265,167924
2266,306102
2267,359755
2268,384685
2269,157019
2270,184522
2271,266960
2272,226469
2273,158993
2274,180915
2275,160543
2276,179834
2277,197592
2278,157728
2279,121562
2280,117054
2281,169645
2282,185046
2283,104104
2284,111844
2285,153868
2286,132464
2287,353685
2288,272676
2289,374543
2290,439042
2291,330768
2292,410713
2293,461396
2294,406193
2295,434295
2296,283000
2297,315608
2298,341399
2299,380017
2300,316371
2301,288361
2302,247691
2303,243265
2304,264321
2305,176428
2306,177814
2307,181122
2308,228156
2309,302326
2310,228534
2311,189090
2312,169008
2313,180415
2314,178485
2315,176747
2316,186128
2317,187461
2318,176522
2319,173760
2320,170191
2321,255478
2322,162509
2323,176264
2324,169594
2325,216161
2326,172352
2327,234040
2328,238346
2329,192952
2330,184104
2331,370172
2332,418186
2333,327790
2334,259737
2335,278492
2336,348843
2337,186357
2338,284351
2339,231673
2340,399139
2341,221634
2342,240725
2343,212801
2344,243081
2345,261115
2346,221442
2347,185055
2348,237719
2349,152552
2350,296072
2351,260470
2352,247453
2353,206175
2354,133342
2355,162714
2356,147829
2357,187988
2358,201922
2359,126565
2360,120840
2361,139112
2362,264705
2363,141383
2364,149655
2365,226061
2366,194202
2367,225216
2368,188356
2369,230230
2370,162254
2371,163305
2372,174014
2373,271676
2374,301826
2375,236540
2376,281753
2377,348287
2378,132918
2379,215724
2380,147087
2381,171164
2382,198057
2383,223413
2384,251541
2385,148077
2386,136866
2387,131475
2388,101788
2389,130767
2390,134663
2391,139817
2392,117947
2393,165202
2394,144605
2395,200227
2396,148332
2397,210833
2398,121425
2399,65738
2400,63446
2401,113621
2402,130431
2403,129731
2404,155516
2405,151749
2406,132980
2407,126347
2408,134363
2409,130677
2410,183719
2411,125149
2412,170109
2413,134921
2414,129838
2415,128820
2416,127888
2417,127212
2418,124044
2419,133157
2420,127998
2421,164443
2422,116138
2423,130122
2424,157044
2425,159721
2426,139617
2427,139366
2428,190600
2429,119096
2430,131767
2431,122581
2432,131206
2433,139325
2434,140463
2435,157902
2436,107263
2437,114294
2438,127277
2439,112273
2440,138252
2441,110173
2442,105610
2443,117609
2444,129473
2445,98736
2446,139960
2447,229788
2448,150942
2449,120859
2450,161652
2451,143871
2452,222531
2453,97328
2454,138460
2455,107931
2456,149429
2457,126999
2458,118147
2459,112788
2460,150815
2461,129202
2462,139428
2463,132409
2464,161534
2465,158590
2466,129005
2467,162800
2468,98528
2469,95057
2470,182629
2471,227752
2472,186188
2473,144049
2474,109988
2475,234964
2476,125747
2477,132123
2478,166278
2479,112392
2480,128650
2481,118913
2482,134028
2483,119447
2484,124350
2485,126133
2486,154562
2487,178315
2488,159656
2489,159991
2490,138102
2491,91475
2492,179902
2493,160198
2494,170133
2495,99094
2496,215153
2497,166193
2498,120171
2499,88508
2500,129154
2501,151040
2502,153899
2503,118262
2504,183244
2505,234545
2506,263058
2507,331862
2508,260389
2509,225806
2510,235874
2511,176036
2512,225881
2513,233273
2514,240825
2515,142142
2516,174315
2517,133481
2518,138935
2519,240142
2520,212743
2521,208565
2522,232937
2523,135137
2524,138922
2525,143133
2526,139730
2527,112366
2528,128111
2529,135755
2530,109324
2531,256102
2532,238934
2533,209679
2534,244117
2535,306056
2536,238097
2537,230123
2538,179921
2539,178067
2540,173975
2541,177183
2542,167287
2543,132326
2544,130314
2545,146135
2546,137743
2547,142109
2548,159082
2549,170022
2550,375544
2551,139493
2552,121135
2553,91111
2554,121682
2555,107768
2556,105538
2557,113689
2558,167299
2559,145483
2560,141216
2561,148318
2562,146089
2563,153195
2564,188431
2565,130151
2566,158445
2567,149572
2568,188409
2569,193125
2570,117119
2571,159861
2572,194303
2573,243006
2574,302301
2575,132299
2576,132383
2577,166696
2578,99770
2579,83064
2580,130995
2581,125600
2582,120029
2583,297666
2584,173056
2585,181102
2586,208203
2587,201155
2588,157461
2589,149114
2590,212041
2591,202438
2592,228801
2593,255222
2594,168611
2595,211479
2596,348422
2597,174754
2598,266868
2599,344090
2600,157663
2601,132665
2602,92547
2603,94574
2604,94692
2605,90268
2606,144987
2607,186407
2608,208940
2609,173745
2610,119833
2611,158521
2612,146895
2613,127289
2614,123429
2615,156444
2616,133820
2617,180198
2618,189232
2619,241353
2620,187770
2621,186160
2622,189426
2623,252037
2624,276076
2625,329398
2626,158324
2627,191889
2628,427084
2629,545718
2630,384755
2631,463539
2632,421451
2633,317370
2634,395607
2635,151471
2636,214984
2637,173621
2638,258466
2639,192786
2640,150373
2641,107364
2642,191012
2643,109918
2644,145494
2645,101753
2646,93707
2647,104565
2648,141520
2649,152077
2650,150518
2651,156565
2652,454702
2653,251680
2654,246206
2655,366423
2656,338427
2657,357133
2658,289296
2659,307995
2660,332791
2661,340049
2662,346758
2663,295439
2664,295898
2665,330722
2666,300619
2667,175857
2668,178372
2669,175665
2670,297907
2671,176581
2672,174646
2673,190165
2674,190467
2675,164976
2676,189584
2677,206213
2678,260440
2679,290023
2680,291158
2681,426434
2682,341033
2683,499607
2684,327503
2685,348471
2686,265284
2687,330474
2688,229737
2689,217577
2690,484832
2691,187938
2692,139806
2693,189352
2694,133037
2695,204554
2696,183098
2697,187950
2698,207998
2699,185812
2700,159378
2701,166256
2702,113895
2703,149870
2704,139455
2705,128010
2706,121288
2707,123704
2708,132515
2709,113107
2710,129420
2711,289070
2712,373426
2713,171440
2714,153607
2715,164356
2716,162117
2717,207010
2718,240044
2719,152516
2720,176375
2721,140146
2722,168694
2723,146187
2724,131111
2725,133247
2726,142854
2727,178728
2728,172961
2729,159575
2730,139208
2731,122369
2732,118736
2733,165545
2734,150385
2735,133383
2736,147467
2737,122621
2738,131888
2739,153516
2740,128329
2741,159057
2742,163146
2743,161704
2744,136400
2745,131135
2746,126011
2747,165760
2748,124813
2749,125740
2750,126015
2751,126471
2752,234169
2753,156425
2754,198365
2755,145987
2756,98257
2757,74574
2758,90176
2759,167994
2760,145650
2761,141581
2762,141450
2763,202454
2764,181427
2765,259135
2766,151791
2767,92706
2768,127364
2769,124450
2770,159651
2771,124528
2772,126767
2773,145717
2774,145967
2775,137215
2776,157712
2777,158434
2778,132648
2779,127590
2780,111203
2781,105874
2782,97581
2783,122628
2784,129876
2785,142152
2786,83667
2787,122214
2788,92077
2789,220546
2790,98921
2791,116296
2792,84041
2793,169517
2794,110559
2795,129179
2796,102724
2797,188143
2798,130196
2799,126432
2800,79972
2801,114977
2802,142855
2803,160765
2804,148771
2805,98016
2806,96179
2807,159295
2808,144812
2809,133389
2810,131507
2811,158125
2812,148994
2813,157066
2814,166819
2815,99038
2816,249433
2817,130710
2818,133574
2819,192271
2820,164461
2821,108797
2822,190565
2823,225381
2824,185026
2825,153379
2826,123789
2827,154823
2828,212321
2829,167470
2830,250092
2831,178618
2832,219204
2833,301189
2834,234027
2835,227264
2836,192986
2837,181128
2838,140233
2839,182228
2840,190381
2841,210488
2842,232419
2843,161733
2844,160400
2845,126890
2846,216734
2847,201748
2848,223053
2849,236284
2850,298465
2851,241225
2852,240984
2853,249169
2854,135374
2855,194816
2856,213302
2857,194897
2858,189469
2859,142492
2860,129443
2861,122541
2862,207745
2863,120989
2864,263085
2865,137908
2866,166278
2867,96130
2868,136737
2869,126675
2870,160124
2871,115171
2872,64548
2873,103908
2874,151643
2875,145519
2876,165725
2877,147499
2878,179154
2879,155379
2880,127232
2881,150353
2882,170572
2883,188337
2884,190760
2885,188134
2886,199181
2887,103660
2888,145717
2889,66666
2890,89548
2891,142384
2892,62241
2893,120387
2894,67656
2895,325094
2896,296697
2897,207700
2898,150446
2899,231728
2900,155292
2901,194387
2902,184995
2903,355000
2904,374596
2905,113805
2906,194648
2907,129921
2908,128055
2909,142886
2910,85663
2911,92469
2912,150135
2913,96608
2914,89750
2915,91291
2916,94014
2917,144429
2918,114511
2919,235624
